Cod	Secc	Curso	Tipo	Horario	Aula	Docente
CM4C1	A	ANALISIS FUNCIONAL I	TEORIA	MI 8-10	R1-440	OCAÑA ANAYA, ELADIO TEÓFILO
CM4C1	A	ANALISIS FUNCIONAL I	PRACTICA	VI 8-10	R3-209	LÓPEZ MEGO, VICTOR
CM4C2	A	ANALISIS FUNCIONAL II	TEORIA	LU 14-16	R3-123C	GUIMARAY HUERTA, HÉCTOR CARLOS
CM4C2	A	ANALISIS FUNCIONAL II	TEORIA	MI 14-16	R3-209	GUIMARAY HUERTA, HÉCTOR CARLOS
CM4C2	A	ANALISIS FUNCIONAL II	PRACTICA	VI 14-16	R1-430	GUIMARAY HUERTA, HÉCTOR CARLOS
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	ABANTO SILVA, DIMAS PERCY
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	PALACIOS BALDEÓN, JOE ALBINO
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	NAVARRO ROJAS, FRANK
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	FLORES LUYO, LUIS ERNESTO
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	VELÁSQUEZ CASTAÑÓN, OSWALDO JOSÉ
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	CANALES GARCIA, PEDRO
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	MUNGUIA LA COTERA, JONATHAN ALFREDO
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	ESCALANTE DEL ÁGUILA, SEGUNDO FÉLIX
CM4D2	A	PROYECTO DE TESIS I	PRACTICA	DO 8-10	R9-266	JARA HUANCA, FIDEL
CM4E1	A	PROGRAMACION LINEAL Y FLUJO EN REDES	TEORIA	MA 16-18	SALA 1	FLORES LUYO, LUIS ERNESTO
CM4E1	A	PROGRAMACION LINEAL Y FLUJO EN REDES	TEORIA	JU 18-20	SALA 1	FLORES LUYO, LUIS ERNESTO
CM4E1	A	PROGRAMACION LINEAL Y FLUJO EN REDES	PRACTICA	VI 20-22	SALA 1	FLORES LUYO, LUIS ERNESTO
CM4E2	A	PROGRAMACION NO LINEAL	TEORIA	LU 10-12	R3-123B	ORÉ ALBORNÓZ, ERNESTO
CM4E2	A	PROGRAMACION NO LINEAL	TEORIA	MI 10-12	R1-215	ORÉ ALBORNÓZ, ERNESTO
CM4E2	A	PROGRAMACION NO LINEAL	TEORIA	MA 8-10	R1-401	ORÉ ALBORNÓZ, ERNESTO
CM4E2	A	PROGRAMACION NO LINEAL	PRACTICA	JU 10-12	R3-123B	NAVARRO ROJAS, FRANK
CM4F1	A	ANALISIS Y MODELAMIENTO NUMERICO I	TEORIA	MA 16-18	J3-162A	ROCA GALINDO, LUIS RODOLFO
CM4F1	A	ANALISIS Y MODELAMIENTO NUMERICO I	TEORIA	JU 16-18	R3-209	ROCA GALINDO, LUIS RODOLFO
CM4F1	A	ANALISIS Y MODELAMIENTO NUMERICO I	PRACTICA	MI 10-12	J3-242	ROCA GALINDO, LUIS RODOLFO
CM4F1	B	ANALISIS Y MODELAMIENTO NUMERICO I	TEORIA	JU 8-10	R1-430	MUNGUIA LA COTERA, JONATHAN ALFREDO
CM4F1	B	ANALISIS Y MODELAMIENTO NUMERICO I	TEORIA	VI 10-12	SALA 1	MUNGUIA LA COTERA, JONATHAN ALFREDO
CM4F1	B	ANALISIS Y MODELAMIENTO NUMERICO I	PRACTICA	MI 10-12	J3-242	PÉREZ ORTIZ, JOAQUÍN OMAR
CM4G2	A	ECUACIONES DIFERENCIALES PARCIALES I	TEORIA	LU 8-10	R3-123B	CANALES GARCIA, PEDRO
CM4G2	A	ECUACIONES DIFERENCIALES PARCIALES I	TEORIA	MI 8-10	R3-209	CANALES GARCIA, PEDRO
CM4G2	A	ECUACIONES DIFERENCIALES PARCIALES I	PRACTICA	VI 10-12	J3-142	QUIÑONES ROBLES, MARCO ERNESTO
CM4H1	A	TEORIA DE LA PROBABILIDAD	TEORIA	LU 14-16	R1-421	UGARTE CHAMORRO, JOSÉ LUIS
CM4H1	A	TEORIA DE LA PROBABILIDAD	TEORIA	MI 16-18	R1-240B	UGARTE CHAMORRO, JOSÉ LUIS
CM4H1	A	TEORIA DE LA PROBABILIDAD	PRACTICA	JU 10-12	R1-430	UGARTE CHAMORRO, JOSÉ LUIS
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	RAMÍREZ GUTIERREZ, ANGEL ENRIQUE
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	JARA HUANCA, FIDEL
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	MAYTA GUILLERMO, JORGE ENRIQUE
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	PALACIOS BALDEÓN, JOE ALBINO
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	MANTILLA NUÑEZ, IRLA DORALIZA
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	UGARTE CHAMORRO, JOSÉ LUIS
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	FLORES LUYO, LUIS ERNESTO
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	VILLAVICENCIO FERNANDEZ, HELMUTH
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	ECHEGARAY CASTILLO, WILLIAM CARLOS
CM5D1	A	PROYECTO DE TESIS II	PRACTICA	DO 10-12	R6-272	PANIZO GARCIA, GONZALO
CM5F1	A	ANALISIS Y MODELAMIENTO NUMERICO II	TEORIA	LU 16-18	R3-123B	MANTILLA NUÑEZ, IRLA DORALIZA
CM5F1	A	ANALISIS Y MODELAMIENTO NUMERICO II	TEORIA	MI 16-18	R1-460	MANTILLA NUÑEZ, IRLA DORALIZA
CM5F1	A	ANALISIS Y MODELAMIENTO NUMERICO II	PRACTICA	JU 14-16	SALA 1	MANTILLA NUÑEZ, IRLA DORALIZA
CM5H1	A	INTRODUCCION A LOS PROCESOS ESTOCASTICOS	TEORIA	MA 18-20	R1-421	PANIZO GARCIA, GONZALO
CM5H1	A	INTRODUCCION A LOS PROCESOS ESTOCASTICOS	TEORIA	JU 18-20	R3-209	PANIZO GARCIA, GONZALO
CM5H1	A	INTRODUCCION A LOS PROCESOS ESTOCASTICOS	PRACTICA	VI 16-18	R3-209	PANIZO GARCIA, GONZALO
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	PEREZ CUPE, RÓSULO HILARIÓN
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	OCAÑA ANAYA, ELADIO TEÓFILO
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	MANTILLA NUÑEZ, IRLA DORALIZA
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	MAYTA GUILLERMO, JORGE ENRIQUE
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	UGARTE CHAMORRO, JOSÉ LUIS
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	MUNGUIA LA COTERA, JONATHAN ALFREDO
CM5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R9-271	ORÉ ALBORNÓZ, ERNESTO
CQ002	A	TOPICOS DE QUIMICA ESPECIALIZADA II	TEORIA	MI 14-16	M8-501	BAENA MONCADA, ANGÉLICA MARIA
CQ002	A	TOPICOS DE QUIMICA ESPECIALIZADA II	TEORIA	VI 14-16	M8-501	BAENA MONCADA, ANGÉLICA MARIA
CQ004	A	TOPICOS DE QUIMICA ESPECIALIZADA IV	TEORIA	MA 10-12	R1-250A	PASTRANA ALTA, ROXANA YESENIA
CQ004	A	TOPICOS DE QUIMICA ESPECIALIZADA IV	TEORIA	JU 10-12	R1-450	PASTRANA ALTA, ROXANA YESENIA
CQ004	A	TOPICOS DE QUIMICA ESPECIALIZADA IV	LABORATORIO	VI 14-18	Lab Biomet	PASTRANA ALTA, ROXANA YESENIA
CQ047	A	SINTESIS ORGANICA	TEORIA	MA 14-15	R1-450	MUEDAS TAIPE, GOLFER
CQ047	A	SINTESIS ORGANICA	TEORIA	JU 16-18	R1-125B	MUEDAS TAIPE, GOLFER
CQ047	A	SINTESIS ORGANICA	LABORATORIO	MA 16-20	LAB 12	CARLOS SALAZAR, MAX JORGE
CQ081	A	DISEÑO Y OPTIMIZACION DE EXPERIMENTOS	TEORIA	LU 16-19	R1-440	JACINTO HERNANDEZ, CHRISTIAN RONALD
CQ081	A	DISEÑO Y OPTIMIZACION DE EXPERIMENTOS	TEORIA	MI 16-19	R1-450	JACINTO HERNANDEZ, CHRISTIAN RONALD
CQ102	A	QUIMICA EXPERIMENTAL	LABORATORIO	JU 16-20	LAB 12	BERETTA ENCISO, JOSÉ GONZALO
CQ132	A	QUIMICA CIENCIA Y TECNOLOGIA	TEORIA	MI 14-16	M8-501	LA ROSA TORO GOMEZ, ADOLFO
CQ221	A	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	TEORIA	MA 14-16	R3-123C	SOLANO SALINAS, CARLOS JAVIER
CQ221	A	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	TEORIA	SA 8-10	zoom21	SOLANO SALINAS, CARLOS JAVIER
CQ221	A	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	LABORATORIO	MI 15-17	J3-142	APAZA MAMANÍ, HEBBERT ALEXANDER
CQ221	B	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	TEORIA	JU 16-18	R3-123C	SOLANO SALINAS, CARLOS JAVIER
CQ221	B	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	TEORIA	SA 10-12	zoom21	SOLANO SALINAS, CARLOS JAVIER
CQ221	B	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	LABORATORIO	MI 13-15	J3-142	APAZA MAMANÍ, HEBBERT ALEXANDER
CQ221	C	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	TEORIA	JU 16-18	R3-123C	SOLANO SALINAS, CARLOS JAVIER
CQ221	C	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	TEORIA	SA 10-12	zoom21	SOLANO SALINAS, CARLOS JAVIER
CQ221	C	INTRODUCCION A LA ELECTRICIDAD Y MAGNETISMO	LABORATORIO	VI 17-19	J3-142	APAZA MAMANÍ, HEBBERT ALEXANDER
CQ241	A	ELEMENTOS QUIMICOS, PROPIEDADES Y APLICACIONES	TEORIA	MA 16-18	R1-460	BERETTA ENCISO, JOSÉ GONZALO
CQ241	A	ELEMENTOS QUIMICOS, PROPIEDADES Y APLICACIONES	TEORIA	VI 8-10	R1-460	BERETTA ENCISO, JOSÉ GONZALO
CQ241	A	ELEMENTOS QUIMICOS, PROPIEDADES Y APLICACIONES	LABORATORIO	MI 8-12	LAB 12	BERETTA ENCISO, JOSÉ GONZALO
CQ242	A	ESTRUCTURA QUIMICA Y REACTIVIDAD	TEORIA	LU 16-18	R3-209	GONTARUK COLLQUE, HUGO CRISTHIAN
CQ242	A	ESTRUCTURA QUIMICA Y REACTIVIDAD	TEORIA	MA 16-18	R1-215	GONTARUK COLLQUE, HUGO CRISTHIAN
CQ242	A	ESTRUCTURA QUIMICA Y REACTIVIDAD	LABORATORIO	VI 14-18	LAB 12	GONTARUK COLLQUE, HUGO CRISTHIAN
CQ261	A	HIDROCARBUROS ALIFATICOS, ALCOHOLES Y DERIVADOS	TEORIA	MA 10-12	R3-123B	GARAMBEL VILCA, EDSON EMILIO
CQ261	A	HIDROCARBUROS ALIFATICOS, ALCOHOLES Y DERIVADOS	TEORIA	VI 11-13	R1-430	GARAMBEL VILCA, EDSON EMILIO
CQ261	A	HIDROCARBUROS ALIFATICOS, ALCOHOLES Y DERIVADOS	LABORATORIO	LU 14-18	LAB 12	GARAMBEL VILCA, EDSON EMILIO
CQ262	A	COMPUESTOS CARBONILICOS Y AROMATICOS	TEORIA	LU 10-12	AULA 33C	CÓNDOR CUYUBAMBA, ELENA ALICIA
CQ262	A	COMPUESTOS CARBONILICOS Y AROMATICOS	TEORIA	MA 14-16	AULA 33C	CÓNDOR CUYUBAMBA, ELENA ALICIA
CQ262	A	COMPUESTOS CARBONILICOS Y AROMATICOS	LABORATORIO	JU 8-12	LAB 12	CÓNDOR CUYUBAMBA, ELENA ALICIA
CQ271	A	PRINCIPIOS DE FISICOQUIMICA	TEORIA	MA 8-10	R1-250B	FERNANDEZ AGUIRRE, MARIBEL GABRIELA
CQ271	A	PRINCIPIOS DE FISICOQUIMICA	TEORIA	JU 10-12	R1-250A	FERNANDEZ AGUIRRE, MARIBEL GABRIELA
CQ271	A	PRINCIPIOS DE FISICOQUIMICA	LABORATORIO	VI 14-18	LAB 33R2	FERNANDEZ AGUIRRE, MARIBEL GABRIELA
CQ272	A	FUNDAMENTOS DE ELECTROQUIMICA	TEORIA	LU 14-16	R1-125A	RUIZ MONTOYA, JOSÉ GABRIEL
CQ272	A	FUNDAMENTOS DE ELECTROQUIMICA	TEORIA	JU 16-18	R1-250B	RUIZ MONTOYA, JOSÉ GABRIEL
CQ272	A	FUNDAMENTOS DE ELECTROQUIMICA	LABORATORIO	MI 15-19	LAB 33R1	RUIZ MONTOYA, JOSÉ GABRIEL
CQ2E2	A	QUIMICA ANALITICA	TEORIA	MA 10-12	R1-421	LÓPEZ PINO, PATRICIA ROSARIO
CQ2E2	A	QUIMICA ANALITICA	TEORIA	VI 10-12	M8-501	LÓPEZ PINO, PATRICIA ROSARIO
CQ2E2	A	QUIMICA ANALITICA	LABORATORIO	MI 8-12	LAB 33R1	CCONISLLA BELLO, JOSÉ LUIS
CQ300	A	METODOS NUMERICOS APLICADOS A LA QUIMICA	TEORIA	MI 10-13	R3-209	ACUÑA ORTEGA, RICHARD FLAVIO
CQ300	A	METODOS NUMERICOS APLICADOS A LA QUIMICA	PRACTICA	MA 16-18	J3-182B	ACUÑA ORTEGA, RICHARD FLAVIO
CQ301	A	QUIMICA DE COORDINACION	TEORIA	MA 14-16	R1-430	VALDERRAMA NEGRÓN, ANA CECILIA
CQ301	A	QUIMICA DE COORDINACION	TEORIA	VI 8-10	R1-125A	VALDERRAMA NEGRÓN, ANA CECILIA
CQ301	A	QUIMICA DE COORDINACION	LABORATORIO	MI 8-12	LAB 33C	PASTRANA ALTA, ROXANA YESENIA
CQ302	A	QUIMICA INORGANICA APLICADA	TEORIA	MA 14-16	R1-440	CARLOS SALAZAR, MAX JORGE
CQ302	A	QUIMICA INORGANICA APLICADA	TEORIA	VI 8-10	R1-450	CARLOS SALAZAR, MAX JORGE
CQ302	A	QUIMICA INORGANICA APLICADA	LABORATORIO	LU 8-12	LAB 33C	GONTARUK COLLQUE, HUGO CRISTHIAN
CQ361	A	CARBOHIDRATOS, AMINOACIDOS Y HETEROCICLICOS	TEORIA	MA 10-12	R1-250B	TORPOCO CARMEN, VIRGINIA ELIZABETH
CQ361	A	CARBOHIDRATOS, AMINOACIDOS Y HETEROCICLICOS	TEORIA	VI 10-12	R1-125A	TORPOCO CARMEN, VIRGINIA ELIZABETH
CQ361	A	CARBOHIDRATOS, AMINOACIDOS Y HETEROCICLICOS	LABORATORIO	MI 14-18	LAB 12	TORPOCO CARMEN, VIRGINIA ELIZABETH
CQ371	A	CINETICA QUIMICA Y FENOMENOS DE SUPERFICIE	TEORIA	MA 8-10	R3-123B	LÓPEZ CISNEROS, ROSARIO CRISTINA
CQ371	A	CINETICA QUIMICA Y FENOMENOS DE SUPERFICIE	TEORIA	JU 8-10	R3-123C	LÓPEZ CISNEROS, ROSARIO CRISTINA
CQ371	A	CINETICA QUIMICA Y FENOMENOS DE SUPERFICIE	LABORATORIO	JU 16-20	LAB 33R1	VEGA CHACÓN, JAIME RICARDO
CQ372	A	QUIMICA DE COLOIDES Y NANOPARTICULAS	TEORIA	MA 8-10	R1-250A	DAMIAN BRIONES, MARÍA ANGÉLICA
CQ372	A	QUIMICA DE COLOIDES Y NANOPARTICULAS	TEORIA	JU 10-12	R1-411	DAMIAN BRIONES, MARÍA ANGÉLICA
CQ372	A	QUIMICA DE COLOIDES Y NANOPARTICULAS	LABORATORIO	MI 14-17	LAB 33R2	DAMIAN BRIONES, MARÍA ANGÉLICA
CQ381	A	TRATAMIENTO ESTADISTICO EN QUIMICA ANALITICA	TEORIA	MA 16-18	R1-440	CCONISLLA BELLO, JOSÉ LUIS
CQ381	A	TRATAMIENTO ESTADISTICO EN QUIMICA ANALITICA	PRACTICA	VI 16-18	R1-125A	CCONISLLA BELLO, JOSÉ LUIS
CQ382	A	TECNICAS ESPECTROSCOPICAS EN QUIMICA ANALITICA	TEORIA	MA 10-12	R3-209	JACINTO HERNANDEZ, CHRISTIAN RONALD
CQ382	A	TECNICAS ESPECTROSCOPICAS EN QUIMICA ANALITICA	TEORIA	VI 14-16	R3-123C	JACINTO HERNANDEZ, CHRISTIAN RONALD
CQ382	A	TECNICAS ESPECTROSCOPICAS EN QUIMICA ANALITICA	LABORATORIO	LU 14-18	LAB 33R2	CCONISLLA BELLO, JOSÉ LUIS
CQ392	A	IDENTIFICACION ESPECTROSCOPICA DE COMPUESTOS ORGANICOS	TEORIA	MI 8-10	R1-250A	TORPOCO CARMEN, VIRGINIA ELIZABETH
CQ392	A	IDENTIFICACION ESPECTROSCOPICA DE COMPUESTOS ORGANICOS	TEORIA	VI 14-16	AULA 33C	TORPOCO CARMEN, VIRGINIA ELIZABETH
CQ392	A	IDENTIFICACION ESPECTROSCOPICA DE COMPUESTOS ORGANICOS	PRACTICA	JU 16-19	AULA 33C	GARAMBEL VILCA, EDSON
CQ401	A	MICROBIOLOGIA	TEORIA	MA 8-10	R1-411	PRIETO MARCOS, JUAN JOSÉ
CQ401	A	MICROBIOLOGIA	PRACTICA	MI 8-10	R3-123B	PRIETO MARCOS, JUAN JOSÉ
CQ402	A	TECNICAS DE CARACTERIZACION DE MATERIALES	TEORIA	MI 16-18	R3-209	PICASSO ESCOBAR, GINO ITALO
CQ402	A	TECNICAS DE CARACTERIZACION DE MATERIALES	PRACTICA	VI 16-18	R1-450	PICASSO ESCOBAR, GINO ITALO
CQ431	A	QUIMICA Y GESTION AMBIENTAL	TEORIA	MA 14-16	R1-215	LÓPEZ PINO, PATRICIA ROSARIO
CQ431	A	QUIMICA Y GESTION AMBIENTAL	TEORIA	JU 10-12	R3-209	LÓPEZ PINO, PATRICIA ROSARIO
CQ431	A	QUIMICA Y GESTION AMBIENTAL	PRACTICA	VI 9-13	R3-123B	MAZA MEJIA, ILY MARILÚ
CQ431	A	QUIMICA Y GESTION AMBIENTAL	LABORATORIO	VI 9-13	LAB 33R1	MAZA MEJIA, ILY MARILÚ
CQ461	A	SEMINARIO DE ELABORACION DE LA TESIS PROFESIONAL	TEORIA	MI 16-17	M8-501	BAENA MONCADA, ANGÉLICA MARIA
CQ461	A	SEMINARIO DE ELABORACION DE LA TESIS PROFESIONAL	PRACTICA	MI 17-19	M8-501	BAENA MONCADA, ANGÉLICA MARIA
CQ472	A	QUIMICA DE MATERIALES	TEORIA	MA 16-18	R1-401	ALARCON CAVERO, HUGO ARTURO
CQ472	A	QUIMICA DE MATERIALES	TEORIA	JU 16-18	R1-430	ALARCON CAVERO, HUGO ARTURO
CQ472	A	QUIMICA DE MATERIALES	LABORATORIO	LU 16-20	LAB 33R1	CARPIO DEZA, EDWARD ARSENIO
CQ482	A	GESTION DE LA CALIDAD DE LABORATORIOS	TEORIA	MA 10-12	R1-401	CHANGANAQUI BARRIENTOS, KATHERINA
CQ482	A	GESTION DE LA CALIDAD DE LABORATORIOS	PRACTICA	VI 10-12	R1-421	CHANGANAQUI BARRIENTOS, KATHERINA
CQ491	A	TECNICAS ELECTROQUIMICAS Y CROMATOGRAFICAS EN QUIMICA ANALITICA	TEORIA	LU 14-16	R1-411	QUIROZ AGUINAGA, ULISES
CQ491	A	TECNICAS ELECTROQUIMICAS Y CROMATOGRAFICAS EN QUIMICA ANALITICA	TEORIA	VI 14-16	R1-401	QUIROZ AGUINAGA, ULISES
CQ491	A	TECNICAS ELECTROQUIMICAS Y CROMATOGRAFICAS EN QUIMICA ANALITICA	LABORATORIO	LU 8-12	LAB 33R2	MAZA MEJIA, ILY MARILÚ
CQ4E1	A	QUIMICA CUANTICA	TEORIA	MI 14-16	R1-450	CORZO LUCIONI, ALBERTO
CQ4E1	A	QUIMICA CUANTICA	TEORIA	JU 16-18	R1-250A	CORZO LUCIONI, ALBERTO
CQ4E1	A	QUIMICA CUANTICA	PRACTICA	JU 18-20	R5-125	CORZO LUCIONI, ALBERTO
CQ4E2	A	PROYECTO DE TESIS EN QUIMICA I	PRACTICA	SA 16-18	R5126	CARLOS SALAZAR, MAX JORGE
CQ4E2	A	PROYECTO DE TESIS EN QUIMICA I	PRACTICA	SA 16-18	R5126	RUIZ MONTOYA, JOSÉ GABRIEL
CQ4E2	A	PROYECTO DE TESIS EN QUIMICA I	PRACTICA	SA 16-18	R5126	QUIROZ AGUINAGA, ULISES
CQ4E2	A	PROYECTO DE TESIS EN QUIMICA I	PRACTICA	SA 16-18	R5126	ALARCON CAVERO, HUGO ARTURO
CQ501	A	PROCESOS QUIMICOS INDUSTRIALES	TEORIA	LU 18-20	R1-411	DÁVILA INGARUCA, MARCELINO EUSEBIO
CQ501	A	PROCESOS QUIMICOS INDUSTRIALES	TEORIA	MA 18-20	R1-411	DÁVILA INGARUCA, MARCELINO EUSEBIO
CQ501	A	PROCESOS QUIMICOS INDUSTRIALES	PRACTICA	VI 18-20	R1-430	DÁVILA INGARUCA, MARCELINO EUSEBIO
CQ511	A	DISEÑO ORGANIZACIONAL Y SEGURIDAD EN EL LABORATORIO	TEORIA	JU 18-20	R1-401	CHANGANAQUI BARRIENTOS, KATHERINA
CQ511	A	DISEÑO ORGANIZACIONAL Y SEGURIDAD EN EL LABORATORIO	PRACTICA	MI 17-19	R3-123B	CHANGANAQUI BARRIENTOS, KATHERINA
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	BAENA MONCADA, ANGÉLICA MARIA
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	MUEDAS TAIPE, GOLFER
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	VALDERRAMA NEGRÓN, ANA CECILIA
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	MAZA MEJIA, ILY MARILÚ
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	CCONISLLA BELLO, JOSÉ LUIS
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	LÓPEZ CISNEROS, ROSARIO CRISTINA
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	QUIROZ AGUINAGA, ULISES
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	CARLOS SALAZAR, MAX JORGE
CQ541	A	PROYECTO DE TESIS EN QUIMICA II	PRACTICA	SA 20-22	R6-425	LA ROSA TORO GOMEZ, ADOLFO
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	ALARCON CAVERO, HUGO ARTURO
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	CÓNDOR CUYUBAMBA, ELENA ALICIA
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	JACINTO HERNANDEZ, CHRISTIAN RONALD
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	BAENA MONCADA, ANGÉLICA MARIA
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	MUEDAS TAIPE, GOLFER
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	VALDERRAMA NEGRÓN, ANA CECILIA
CQ5T3	A	TALLER DE INVESTIGACION	PRACTICA	SA 10-12	R6-470	PICASSO ESCOBAR, GINO ITALO
IF242	A	INTRODUCCION A LA METROLOGIA	TEORIA	JU 18-20	R1-125B	LUYO CAYCHO, CLEMENTE ALFREDO
IF242	A	INTRODUCCION A LA METROLOGIA	PRACTICA	MI 20-22	R1-125B	LUYO CAYCHO, CLEMENTE ALFREDO
IF252	A	METODOS MATEMATICOS PARA INGENIERIA	TEORIA	LU 18-20	R3-209	DÍAZ ROSADO, JOSÉ CARLOS
IF252	A	METODOS MATEMATICOS PARA INGENIERIA	TEORIA	MI 18-20	R3-209	DÍAZ ROSADO, JOSÉ CARLOS
IF252	A	METODOS MATEMATICOS PARA INGENIERIA	TEORIA	VI 18-20	R3-209	DÍAZ ROSADO, JOSÉ CARLOS
IF252	A	METODOS MATEMATICOS PARA INGENIERIA	PRACTICA	JU 16-20	R1-450	RIVERA TITO, HARRY ANDERSON
IF281	A	DIBUJO Y DISEÑO PARA INGENIERIA	TEORIA	LU 18-20	SALA 2	HUAMANI HUARANJA, DANIEL
IF281	A	DIBUJO Y DISEÑO PARA INGENIERIA	PRACTICA	VI 16-20	SALA 3	HUAMANI HUARANJA, DANIEL
IF281	B	DIBUJO Y DISEÑO PARA INGENIERIA	TEORIA	MA 10-12	SALA 1	CARPIO DEZA, EDWARD ARSENIO
IF281	B	DIBUJO Y DISEÑO PARA INGENIERIA	PRACTICA	SA 7-11	SALA 1	CARPIO DEZA, EDWARD ARSENIO
IF283	A	ELEMENTOS DEL DISEÑO Y FORMULACION DE PROYECTOS	TEORIA	MA 8-11	R1-125B	GÓMEZ LEÓN, MÓNICA MARCELA
IF292	A	INGENIERIA DE PROCESOS MECANICOS	TEORIA	MI 8-9	R2-152	CARPIO DEZA, EDWARD ARSENIO
IF292	A	INGENIERIA DE PROCESOS MECANICOS	PRACTICA	MI 10-13	R2-152	CARPIO DEZA, EDWARD ARSENIO
IF294	A	INGENIERIA DE INSTALACIONES INDUSTRIALES	TEORIA	LU 8-10	R1-192	ROJAS ESTELA, OSWALDO
IF294	A	INGENIERIA DE INSTALACIONES INDUSTRIALES	PRACTICA	LU 10-12	R1-192	ROJAS ESTELA, OSWALDO
IF321	A	CALCULO NUMERICO I	TEORIA	MI 14-16	SALA 1	LAURA CCAHUANA, DAMASO
IF321	A	CALCULO NUMERICO I	TEORIA	VI 14-16	SALA 2	LAURA CCAHUANA, DAMASO
IF321	A	CALCULO NUMERICO I	PRACTICA	LU 12-16	R1-440	LAURA CCAHUANA, DAMASO
IF326	A	FISICA TERMICA II	TEORIA	MA 12-14	R3-209	QUINTANA CACEDA, MARÍA ESTHER
IF326	A	FISICA TERMICA II	TEORIA	JU 10-12	R3-123C	QUINTANA CACEDA, MARÍA ESTHER
IF326	A	FISICA TERMICA II	PRACTICA	MA 16-18	R1-450	LUYO CAYCHO, CLEMENTE ALFREDO
IF352	A	FISICA TERMICA I	TEORIA	LU 10-12	R3-209	HUAMÁN AGUIRRE, ARNOLD ANTHONY
IF352	A	FISICA TERMICA I	TEORIA	VI 10-12	R3-209	HUAMÁN AGUIRRE, ARNOLD ANTHONY
IF352	A	FISICA TERMICA I	PRACTICA	VI 14-16	R3-123B	HUAMÁN AGUIRRE, ARNOLD ANTHONY
