Cod	Secc	Curso	Tipo	Horario	Aula	Docente
BEF01	A	ETICA Y FILOSOFIA POLITICA	TEORIA	VI 10-11	R1-450	ROMERO CIEZA, JOSÉ
BEF01	A	ETICA Y FILOSOFIA POLITICA	PRACTICA	VI 11-13	R1-450	ROMERO CIEZA, JOSÉ
BEF01	B	ETICA Y FILOSOFIA POLITICA	PRACTICA	MI 17-19	R1-460	ROMERO CIEZA, JOSÉ
BEF01	B	ETICA Y FILOSOFIA POLITICA	TEORIA	MI 16-17	R1-460	ROMERO CIEZA, JOSÉ
BEF01	C	ETICA Y FILOSOFIA POLITICA	TEORIA	VI 19-20	zoom24	ROMERO CIEZA, JOSÉ
BEF01	C	ETICA Y FILOSOFIA POLITICA	PRACTICA	VI 20-22	zoom24	ROMERO CIEZA, JOSÉ
BEG01	A	ECONOMIA GENERAL	TEORIA	LU 16-18	R3-123C	VERA RONCALLA, CESAR ANIBAL
BEG01	A	ECONOMIA GENERAL	PRACTICA	MA 17-19	R3-123C	CRUZ BARRIOS CARLOS RUBEN
BEG01	B	ECONOMIA GENERAL	TEORIA	VI 8-10	R1-411	VERA RONCALLA, CESAR ANIBAL
BEG01	B	ECONOMIA GENERAL	PRACTICA	LU 17-19	R1-401	SOLORZANO VARGAS, JULIO CESAR
BEG01	C	ECONOMIA GENERAL	TEORIA	LU 16-18	R1-411	CRUZ BARRIOS CARLOS RUBEN
BEG01	C	ECONOMIA GENERAL	PRACTICA	MA 16-18	R1-430	CLAVIJO RAMOS, RAÚL HUMBERTO
BEG01	D	ECONOMIA GENERAL	TEORIA	LU 10-12	R3-123C	SOLORZANO VARGAS, JULIO CESAR
BEG01	D	ECONOMIA GENERAL	PRACTICA	MI 10-12	R1-411	SOLORZANO VARGAS, JULIO CESAR
BFI01	A	FISICA I	TEORIA	JU 10-12	J3-162A	TELLO GALVEZ, JULIO CÉSAR
BFI01	A	FISICA I	TEORIA	MA 10-12	J3-162B	TELLO GALVEZ, JULIO CÉSAR
BFI01	A	FISICA I	PRACTICA	LU 14-16	J3-182A	AMORETTI VIDAL, JESÚS ESTEBAN
BFI01	A	FISICA I	LABORATORIO	MA 16-18	LAB F	AMORETTI VIDAL, JESÚS ESTEBAN
BFI01	B	FISICA I	TEORIA	JU 10-12	J3-182B	RIVERA ASCONA, CHRISTIAN
BFI01	B	FISICA I	TEORIA	VI 10-12	J3-182A	RIVERA ASCONA, CHRISTIAN
BFI01	B	FISICA I	PRACTICA	LU 14-16	J3-182B	CORTEZ REYES, GREGORIO CUSTODIO
BFI01	B	FISICA I	LABORATORIO	MA 14-16	LAB F	CORTEZ REYES, GREGORIO CUSTODIO
BFI01	C	FISICA I	TEORIA	LU 10-12	J3-242	ZEVALLOS HERENCIA, MARIA ISELA
BFI01	C	FISICA I	TEORIA	MA 10-12	J3-242	ZEVALLOS HERENCIA, MARIA ISELA
BFI01	C	FISICA I	PRACTICA	LU 14-16	J3-252	PAUCAR ROMERO, HERBERTH GUSTAVO
BFI01	C	FISICA I	LABORATORIO	JU 16-18	LAB F	PAUCAR ROMERO, HERBERTH GUSTAVO
BFI01	D	FISICA I	TEORIA	MA 14-16	J3-242	AMORETTI VIDAL, JESÚS ESTEBAN
BFI01	D	FISICA I	TEORIA	JU 16-18	J3-232	AMORETTI VIDAL, JESÚS ESTEBAN
BFI01	D	FISICA I	PRACTICA	LU 14-16	J3-222	CORTEZ REYES, GREGORIO CUSTODIO
BFI01	D	FISICA I	LABORATORIO	JU 10-12	LAB F	CORTEZ REYES, GREGORIO CUSTODIO
BFI01	E	FISICA I	TEORIA	MA 8-10	J3-162B	ORCCOHUARANCCA NINA, AMÉRICO
BFI01	E	FISICA I	TEORIA	JU 8-10	J3-222	ORCCOHUARANCCA NINA, AMÉRICO
BFI01	E	FISICA I	PRACTICA	LU 14-16	J3-162B	SILVA VASQUEZ HUMBERTO MARTIN
BFI01	E	FISICA I	LABORATORIO	VI 8-10	LAB F	SILVA VASQUEZ HUMBERTO MARTIN
BFI01	F	FISICA I	TEORIA	JU 8-10	J3-182B	PAREDES CARLOS, ÁNGEL JUVENCIO
BFI01	F	FISICA I	TEORIA	VI 8-10	J3-182B	PAREDES CARLOS, ÁNGEL JUVENCIO
BFI01	F	FISICA I	PRACTICA	LU 14-16	J3-232	ZEGARRA BORRERO, ANTONIO FEDERICO
BFI01	F	FISICA I	LABORATORIO	MA 10-12	LAB F	ZEGARRA BORRERO, ANTONIO FEDERICO
BIC01	A	INTRODUCCION A LA COMPUTACION	TEORIA	JU 7-8	SALA 5	SEGOVIA JUAREZ, JOSE LUIS
BIC01	A	INTRODUCCION A LA COMPUTACION	LABORATORIO	JU 8-10	SALA 5	SEGOVIA JUAREZ, JOSE LUIS
BIC01	B	INTRODUCCION A LA COMPUTACION	TEORIA	JU 7-8	SALA 4	QUISPE TORRES, MANUEL ALEJANDRO
BIC01	B	INTRODUCCION A LA COMPUTACION	LABORATORIO	JU 8-10	SALA 4	QUISPE TORRES, MANUEL ALEJANDRO
BIC01	C	INTRODUCCION A LA COMPUTACION	TEORIA	JU 7-8	SALA 3	DÍAZ DOMÍNGUEZ, CARLOS MANUEL
BIC01	C	INTRODUCCION A LA COMPUTACION	LABORATORIO	JU 8-10	SALA 3	DÍAZ DOMÍNGUEZ, CARLOS MANUEL
BIC01	D	INTRODUCCION A LA COMPUTACION	TEORIA	JU 7-8	SALA 2	CHULLUNCUY REYNOSO, AMERICO ANDRES
BIC01	D	INTRODUCCION A LA COMPUTACION	LABORATORIO	JU 8-10	SALA 2	CHULLUNCUY REYNOSO, AMERICO ANDRES
BIC01	E	INTRODUCCION A LA COMPUTACION	TEORIA	MI 7-8	SALA 5	YAURI LOZANO, EDUARDO
BIC01	E	INTRODUCCION A LA COMPUTACION	LABORATORIO	MI 8-10	SALA 5	YAURI LOZANO, EDUARDO
BIC01	F	INTRODUCCION A LA COMPUTACION	TEORIA	MI 7-8	SALA 4	MONTALVO GARCÍA, PETER JONATHAN
BIC01	F	INTRODUCCION A LA COMPUTACION	LABORATORIO	MI 8-10	SALA 4	MONTALVO GARCÍA, PETER JONATHAN
BIC01	G	INTRODUCCION A LA COMPUTACION	TEORIA	MI 7-8	SALA 3	SEGOVIA JUAREZ, JOSE LUIS
BIC01	G	INTRODUCCION A LA COMPUTACION	LABORATORIO	MI 8-10	SALA 3	SEGOVIA JUAREZ, JOSE LUIS
BIC01	H	INTRODUCCION A LA COMPUTACION	TEORIA	MI 7-8	SALA 2	CHULLUNCUY REYNOSO, AMERICO ANDRES
BIC01	H	INTRODUCCION A LA COMPUTACION	LABORATORIO	MI 8-10	SALA 2	CHULLUNCUY REYNOSO, AMERICO ANDRES
BMA01	A	CALCULO DIFERENCIAL	TEORIA	LU 8-10	J3-162B	PAREDES SORIA, LEOPOLDO
BMA01	A	CALCULO DIFERENCIAL	TEORIA	MI 8-10	J3-162B	PAREDES SORIA, LEOPOLDO
BMA01	A	CALCULO DIFERENCIAL	PRACTICA	MI 16-18	J3-242	NUÑEZ SULLCA, ALBERTH JOHN
BMA01	B	CALCULO DIFERENCIAL	TEORIA	LU 10-12	R1-430	LA ROSA OBANDO, LAURA BETZABÉ
BMA01	B	CALCULO DIFERENCIAL	TEORIA	MI 10-12	R1-401	LA ROSA OBANDO, LAURA BETZABÉ
BMA01	B	CALCULO DIFERENCIAL	PRACTICA	MI 16-18	J3-252	PAREDES SORIA, LEOPOLDO
BMA01	C	CALCULO DIFERENCIAL	TEORIA	MI 8-10	R1-430	RAMÍREZ GUTIERREZ, ANGEL ENRIQUE
BMA01	C	CALCULO DIFERENCIAL	TEORIA	VI 8-10	J3-252	RAMÍREZ GUTIERREZ, ANGEL ENRIQUE
BMA01	C	CALCULO DIFERENCIAL	PRACTICA	MI 16-18	J3-232	LÓPEZ MEGO, VICTOR
BMA01	D	CALCULO DIFERENCIAL	TEORIA	MI 8-10	J3-182B	CRIBILLERO ACHING, JUAN AURELIO
BMA01	D	CALCULO DIFERENCIAL	TEORIA	VI 8-10	R1-240A	CRIBILLERO ACHING, JUAN AURELIO
BMA01	D	CALCULO DIFERENCIAL	PRACTICA	MI 16-18	J3-162A	PAUCAR ROJAS, RINA ROXANA
BMA01	E	CALCULO DIFERENCIAL	TEORIA	MA 8-10	J3-252	SULCA CHIPANA, JORGE JOEL
BMA01	E	CALCULO DIFERENCIAL	TEORIA	VI 8-10	J3-162B	SULCA CHIPANA, JORGE JOEL
BMA01	E	CALCULO DIFERENCIAL	PRACTICA	MI 16-18	J3-162B	ACUÑA ORTEGA, RICHARD FLAVIO
BMA01	F	CALCULO DIFERENCIAL	TEORIA	LU 10-12	J3-162B	QUIÑONES ROBLES, MARCO ERNESTO
BMA01	F	CALCULO DIFERENCIAL	TEORIA	MI 10-12	J3-162A	QUIÑONES ROBLES, MARCO ERNESTO
BMA01	F	CALCULO DIFERENCIAL	PRACTICA	MI 16-18	J3-182A	SALAZAR FLORES, ELIZABETH RUTH
BMA02	A	CALCULO INTEGRAL	TEORIA	LU 16-18	J3-222	PAREDES SORIA, LEOPOLDO
BMA02	A	CALCULO INTEGRAL	TEORIA	VI 16-18	J3-182A	PAREDES SORIA, LEOPOLDO
BMA02	A	CALCULO INTEGRAL	PRACTICA	JU 14-16	J3-182A	ROCA GALINDO, LUIS RODOLFO
BMA02	B	CALCULO INTEGRAL	TEORIA	LU 18-20	R1-421	VILLANUEVA SANTOS, FELIX RICARDO
BMA02	B	CALCULO INTEGRAL	TEORIA	MI 18-20	R1-440	VILLANUEVA SANTOS, FELIX RICARDO
BMA02	B	CALCULO INTEGRAL	PRACTICA	JU 14-16	J3-182B	PAREDES SORIA, LEOPOLDO
BMA02	C	CALCULO INTEGRAL	TEORIA	LU 8-10	R1-430	LA ROSA OBANDO, LAURA BETZABÉ
BMA02	C	CALCULO INTEGRAL	TEORIA	MI 8-10	R1-401	LA ROSA OBANDO, LAURA BETZABÉ
BMA02	C	CALCULO INTEGRAL	PRACTICA	JU 14-16	J3-232	TAMARA ALBINO, JIMMY RAINER
BMA02	D	CALCULO INTEGRAL	TEORIA	LU 8-10	R1-401	ABANTO SILVA, DIMAS PERCY
BMA02	D	CALCULO INTEGRAL	TEORIA	MI 8-10	R1-460	ABANTO SILVA, DIMAS PERCY
BMA02	D	CALCULO INTEGRAL	PRACTICA	JU 14-16	J3-222	SULCA CHIPANA, JORGE JOEL
BMA03	A	ALGEBRA LINEAL	TEORIA	VI 7-10	J3-182A	TAMARA ALBINO, JIMMY RAINER
BMA03	A	ALGEBRA LINEAL	PRACTICA	VI 16-18	R1-430	TAMARA ALBINO, JIMMY RAINER
BMA03	B	ALGEBRA LINEAL	TEORIA	VI 7-10	J3-222	OSTOS CORDERO, BENITO LEONARDO
BMA03	B	ALGEBRA LINEAL	PRACTICA	VI 16-18	R1-440	LÓPEZ MEGO, VICTOR
BMA03	C	ALGEBRA LINEAL	TEORIA	MA 7-10	R1-460	ACUÑA ORTEGA, RICHARD FLAVIO
BMA03	C	ALGEBRA LINEAL	PRACTICA	VI 16-18	J3-182B	NUÑEZ SULLCA, ALBERTH JOHN
BMA03	D	ALGEBRA LINEAL	TEORIA	LU 7-10	J3-182A	MUNGUIA LA COTERA, JONATHAN ALFREDO
BMA03	D	ALGEBRA LINEAL	PRACTICA	VI 16-18	R1-401	MUNGUIA LA COTERA, JONATHAN ALFREDO
BMA03	E	ALGEBRA LINEAL	TEORIA	JU 7-10	J3-182A	SALINAS ZAVALA, CHRISTOPER JESUS
BMA03	E	ALGEBRA LINEAL	PRACTICA	VI 16-18	J3-252	ACUÑA ORTEGA, RICHARD FLAVIO
BMA03	F	ALGEBRA LINEAL	TEORIA	MA 7-10	J3-182A	PAUCAR ROJAS, RINA ROXANA
BMA03	F	ALGEBRA LINEAL	PRACTICA	VI 16-18	SALA 2	PAUCAR ROJAS, RINA ROXANA
BQU01	A	QUIMICA I	TEORIA	LU 10-12	J3-252	SAYÁN RIVERA, ROSA MARÍA ELIZABETH
BQU01	A	QUIMICA I	TEORIA	MI 10-12	J3-232	SAYÁN RIVERA, ROSA MARÍA ELIZABETH
BQU01	A	QUIMICA I	LABORATORIO	MI 14-16	LAB 33C	FLORES GARCÉS, JOSÉ AUGUSTO
BQU01	B	QUIMICA I	TEORIA	LU 10-12	J3-252	SAYÁN RIVERA, ROSA MARÍA ELIZABETH
BQU01	B	QUIMICA I	TEORIA	MI 10-12	J3-232	SAYÁN RIVERA, ROSA MARÍA ELIZABETH
BQU01	B	QUIMICA I	LABORATORIO	JU 16-18	LAB 33C	FLORES GARCÉS, JOSÉ AUGUSTO
BQU01	C	QUIMICA I	TEORIA	LU 8-10	J3-182B	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	C	QUIMICA I	TEORIA	MI 8-10	J3-222	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	C	QUIMICA I	LABORATORIO	MA 8-10	LAB 12	SAYÁN RIVERA, ROSA MARÍA ELIZABETH
BQU01	D	QUIMICA I	TEORIA	LU 8-10	J3-182B	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	D	QUIMICA I	TEORIA	MI 8-10	J3-222	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	D	QUIMICA I	LABORATORIO	MA 10-12	LAB 12	SAYÁN RIVERA, ROSA MARÍA ELIZABETH
BQU01	E	QUIMICA I	TEORIA	MA 14-16	J3-182A	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	E	QUIMICA I	TEORIA	MI 10-12	J3-252	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	E	QUIMICA I	LABORATORIO	LU 8-10	LAB 12	DÁVILA INGARUCA, MARCELINO EUSEBIO
BQU01	F	QUIMICA I	TEORIA	MA 14-16	J3-182A	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	F	QUIMICA I	TEORIA	MI 10-12	J3-252	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	F	QUIMICA I	LABORATORIO	VI 10-12	LAB 12	FLORES GARCÉS, JOSÉ AUGUSTO
BQU01	G	QUIMICA I	TEORIA	JU 10-12	R1-440	LÓPEZ CISNEROS, ROSARIO CRISTINA
BQU01	G	QUIMICA I	TEORIA	VI 10-12	R1-440	LÓPEZ CISNEROS, ROSARIO CRISTINA
BQU01	G	QUIMICA I	LABORATORIO	MA 14-16	LAB 33C	FLORES GARCÉS, JOSÉ AUGUSTO
BQU01	H	QUIMICA I	TEORIA	JU 10-12	R1-440	LÓPEZ CISNEROS, ROSARIO CRISTINA
BQU01	H	QUIMICA I	TEORIA	VI 10-12	R1-440	LÓPEZ CISNEROS, ROSARIO CRISTINA
BQU01	H	QUIMICA I	LABORATORIO	MA 14-16	LAB 12	CARPIO DEZA, EDWARD ARSENIO
BQU01	I	QUIMICA I	TEORIA	LU 8-10	J3-242	MUEDAS TAIPE, GOLFER
BQU01	I	QUIMICA I	TEORIA	JU 10-12	J3-182A	MUEDAS TAIPE, GOLFER
BQU01	I	QUIMICA I	LABORATORIO	MA 10-12	LAB 33C	DURAND AGUILAR, KORALÍ CAROLINA
BQU01	J	QUIMICA I	TEORIA	LU 8-10	J3-242	MUEDAS TAIPE, GOLFER
BQU01	J	QUIMICA I	TEORIA	JU 10-12	J3-182A	MUEDAS TAIPE, GOLFER
BQU01	J	QUIMICA I	LABORATORIO	VI 14-16	LAB 33C	FLORES GARCÉS, JOSÉ AUGUSTO
BRC01	A	REDACCION Y COMUNICACION	TEORIA	MA 7-8	J3-162A	EVANGELISTA PADILLA, EVELIN KATTY
BRC01	A	REDACCION Y COMUNICACION	PRACTICA	MA 8-10	J3-152	EVANGELISTA PADILLA, EVELIN KATTY
BRC01	B	REDACCION Y COMUNICACION	TEORIA	MA 13-14	J3-252	EVANGELISTA PADILLA, EVELIN KATTY
BRC01	B	REDACCION Y COMUNICACION	PRACTICA	MA 14-16	J3-162A	EVANGELISTA PADILLA, EVELIN KATTY
BRC01	C	REDACCION Y COMUNICACION	TEORIA	LU 13-14	J3-162A	EVANGELISTA PADILLA, EVELIN KATTY
BRC01	C	REDACCION Y COMUNICACION	PRACTICA	LU 14-16	J3-162A	EVANGELISTA PADILLA, EVELIN KATTY
BRN01	A	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	TEORIA	MA 8-10	R3-209	MONTOYA ZAVALETA, MODESTO EDILBERTO
BRN01	A	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	PRACTICA	JU 8-10	R3-209	MONTOYA ZAVALETA, MODESTO EDILBERTO
BRN01	B	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	TEORIA	SA 8-10	R1-421	CLAVIJO RAMOS, RAÚL HUMBERTO
BRN01	B	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	PRACTICA	SA 10-12	R1-421	CLAVIJO RAMOS, RAÚL HUMBERTO
BRN01	C	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	TEORIA	MA 18-20	R1-401	VERA RONCALLA, CESAR ANIBAL
BRN01	C	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	PRACTICA	MA 20-22	R1-401	VERA RONCALLA, CESAR ANIBAL
BRN01	D	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	TEORIA	VI 16-18	J3-162A	CCANRE SALAZAR, POLICARPO
BRN01	D	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	PRACTICA	VI 18-20	J3-162A	CCANRE SALAZAR, POLICARPO
BRN01	E	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	TEORIA	JU 16-18	J3-222	CCANRE SALAZAR, POLICARPO
BRN01	E	REALIDAD NACIONAL, CONSTITUCION Y DERECHOS HUMANOS	PRACTICA	JU 18-20	J3-222	CCANRE SALAZAR, POLICARPO
CC0A2	A	PROGRAMACION DE DISPOSITIVOS MOVILES	TEORIA	VI 11-13	SALA 4	HUAROTE ZEGARRA, RAÚL EDUARDO
CC0A2	A	PROGRAMACION DE DISPOSITIVOS MOVILES	LABORATORIO	MA 18-22	SALA 3	HUAROTE ZEGARRA, RAÚL EDUARDO
CC0C2	A	PROCESAMIENTO DEL LENGUAJE NATURAL	TEORIA	JU 16-18	SALA 4	LARA ÁVILA, CÉSAR
CC0C2	A	PROCESAMIENTO DEL LENGUAJE NATURAL	LABORATORIO	SA 14-18	SALA 5	LARA ÁVILA, CÉSAR
CC0E5	A	ALGORITMOS Y ESTRUCTURAS DE DATOS AVANZADOS	TEORIA	MI 10-12	SALA 1	CUADROS VARGAS, ERNESTO
CC0E5	A	ALGORITMOS Y ESTRUCTURAS DE DATOS AVANZADOS	LABORATORIO	MA 8-10	SALA 4	CUADROS VARGAS, ERNESTO
CC0E5	A	ALGORITMOS Y ESTRUCTURAS DE DATOS AVANZADOS	LABORATORIO	MA 18-20	SALA 4	CUADROS VARGAS, ERNESTO
CC0F3	A	BIOLOGIA COMPUTACIONAL	TEORIA	SA 7-11	SALA 2	SEGOVIA JUAREZ, JOSE LUIS
CC0F3	A	BIOLOGIA COMPUTACIONAL	LABORATORIO	SA 11-13	SALA 2	SEGOVIA JUAREZ, JOSE LUIS
CC0F7	A	TOPICOS DE CIENCIA DE LA COMPUTACION IV	TEORIA	SA 10-13	R3-123C	MARTINEZ CHUNGA, RONALD RICARDO
CC0F7	A	TOPICOS DE CIENCIA DE LA COMPUTACION IV	LABORATORIO	MI 14-17	SALA 2	MARTINEZ CHUNGA, RONALD RICARDO
CC0S2	A	MODELAMIENTO Y SIMULACION	TEORIA	MI 19-21	SALA 2	NAVARRO HUAMANÍ, LUIS ALBERTO
CC0S2	A	MODELAMIENTO Y SIMULACION	LABORATORIO	SA 15-19	SALA 2	NAVARRO HUAMANÍ, LUIS ALBERTO
CC112	A	FUNDAMENTOS DE PROGRAMACION	TEORIA	MI 16-18	SALA 3	CHULLUNCUY REYNOSO, AMERICO ANDRES
CC112	A	FUNDAMENTOS DE PROGRAMACION	LABORATORIO	MA 14-18	SALA 1	CHULLUNCUY REYNOSO, AMERICO ANDRES
CC112	B	FUNDAMENTOS DE PROGRAMACION	TEORIA	MI 14-16	SALA 3	CUADROS VARGAS, ERNESTO
CC112	B	FUNDAMENTOS DE PROGRAMACION	LABORATORIO	MA 14-18	SALA 5	CUADROS VARGAS, ERNESTO
CC112	C	FUNDAMENTOS DE PROGRAMACION	TEORIA	VI 11-13	SALA 3	LÓPEZ VILLANUEVA, PABLO EDWIN
CC112	C	FUNDAMENTOS DE PROGRAMACION	LABORATORIO	MA 14-18	SALA 3	LÓPEZ VILLANUEVA, PABLO EDWIN
CC112	D	FUNDAMENTOS DE PROGRAMACION	TEORIA	VI 11-13	SALA 2	DÍAZ DOMÍNGUEZ, CARLOS MANUEL
CC112	D	FUNDAMENTOS DE PROGRAMACION	LABORATORIO	MA 14-18	SALA 4	DÍAZ DOMÍNGUEZ, CARLOS MANUEL
CC112	E	FUNDAMENTOS DE PROGRAMACION	TEORIA	JU 16-18	SALA 1	MONTALVO GARCÍA, PETER JONATHAN
CC112	E	FUNDAMENTOS DE PROGRAMACION	LABORATORIO	MA 14-18	SALA 2	ROCA GALINDO, LUIS RODOLFO
CC202	A	BASE DE DATOS	TEORIA	MA 7-10	SALA 1	MELCHOR ESPINOZA, VICTOR
CC202	A	BASE DE DATOS	LABORATORIO	MI 18-21	SALA 4	MELCHOR ESPINOZA, VICTOR
CC211	A	PROGRAMACION ORIENTADA A OBJETOS	TEORIA	LU 7-9	SALA 3	BAZÁN CABANILLAS, CARLOS ALBERTO
CC211	A	PROGRAMACION ORIENTADA A OBJETOS	PRACTICA	LU 9-10	SALA 3	BAZÁN CABANILLAS, CARLOS ALBERTO
CC211	A	PROGRAMACION ORIENTADA A OBJETOS	LABORATORIO	VI 8-11	SALA 2	BAZÁN CABANILLAS, CARLOS ALBERTO
CC221	A	ARQUITECTURA DE COMPUTADORES	TEORIA	MA 18-21	SALA 5	ROJAS MALASQUEZ, ROYER EDELWER
CC221	A	ARQUITECTURA DE COMPUTADORES	LABORATORIO	JU 19-22	zoom21	ROJAS MALASQUEZ, ROYER EDELWER
CC222	A	SISTEMAS OPERATIVOS	TEORIA	JU 7-10	SALA 1	BAZÁN CABANILLAS, CARLOS ALBERTO
CC222	A	SISTEMAS OPERATIVOS	LABORATORIO	JU 10-13	SALA 5	BAZÁN CABANILLAS, CARLOS ALBERTO
CC232	A	ALGORITMOS Y ESTRUCTURAS DE DATOS	TEORIA	LU 7-10	SALA 5	LARA ÁVILA, CÉSAR
CC232	A	ALGORITMOS Y ESTRUCTURAS DE DATOS	LABORATORIO	VI 8-11	SALA 3	LARA ÁVILA, CÉSAR
CC311	A	COMPUTACION CENTRADA EN REDES	TEORIA	SA 7-10	SALA 5	MARTINEZ CHUNGA, RONALD RICARDO
CC311	A	COMPUTACION CENTRADA EN REDES	LABORATORIO	MI 17-20	SALA 5	MARTINEZ CHUNGA, RONALD RICARDO
CC312	A	ADMINISTRACION DE REDES	TEORIA	JU 10-12	SALA 3	CCOICCA PACASI, YURI JAVIER
CC312	A	ADMINISTRACION DE REDES	LABORATORIO	SA 10-14	SALA 5	CCOICCA PACASI, YURI JAVIER
CC321	A	TEORIA DE AUTOMATAS, LENGUAJES Y COMPUTACION	TEORIA	LU 7-10	SALA 4	MELCHOR ESPINOZA, VICTOR
CC321	A	TEORIA DE AUTOMATAS, LENGUAJES Y COMPUTACION	LABORATORIO	VI 13-16	SALA 3	MELCHOR ESPINOZA, VICTOR
CC332	A	PROGRAMACION PARALELA	TEORIA	LU 8-11	SALA 2	HUAROTE ZEGARRA, RAÚL EDUARDO
CC332	A	PROGRAMACION PARALELA	LABORATORIO	MA 8-11	SALA 5	HUAROTE ZEGARRA, RAÚL EDUARDO
CC341	A	INGENIERIA DE SOFTWARE	TEORIA	MI 7-10	SALA 1	MAMANI RODRIGUEZ, ZORAIDA EMPERATRIZ
CC341	A	INGENIERIA DE SOFTWARE	LABORATORIO	MA 7-10	SALA 3	MAMANI RODRIGUEZ, ZORAIDA EMPERATRIZ
CC371	A	ANALISIS Y DISEÑO DE ALGORITMOS	TEORIA	LU 14-17	SALA 4	OSORIO UBALDO, JAIME
CC371	A	ANALISIS Y DISEÑO DE ALGORITMOS	LABORATORIO	JU 10-13	SALA 4	OSORIO UBALDO, JAIME
CC3M2	A	MATEMATICA COMPUTACIONAL	TEORIA	MI 14-17	SALA 5	OSORIO UBALDO, JAIME
CC3M2	A	MATEMATICA COMPUTACIONAL	PRACTICA	LU 17-20	SALA 4	OSORIO UBALDO, JAIME
CC3S2	A	DESARROLLO DE SOFTWARE	TEORIA	VI 8-11	SALA 4	QUISPE TORRES, MANUEL ALEJANDRO
CC3S2	A	DESARROLLO DE SOFTWARE	LABORATORIO	MI 10-13	SALA 5	QUISPE TORRES, MANUEL ALEJANDRO
CC3S2	B	DESARROLLO DE SOFTWARE	TEORIA	VI 8-11	SALA 5	MAMANI RODRIGUEZ, ZORAIDA EMPERATRIZ
CC3S2	B	DESARROLLO DE SOFTWARE	LABORATORIO	MI 10-13	SALA 4	MAMANI RODRIGUEZ, ZORAIDA EMPERATRIZ
CC411	A	SEGURIDAD EN SISTEMAS INFORMATICOS	TEORIA	VI 16-19	SALA 5	QUISPE TORRES, MANUEL ALEJANDRO
CC411	A	SEGURIDAD EN SISTEMAS INFORMATICOS	LABORATORIO	SA 15-18	SALA 4	QUISPE TORRES, MANUEL ALEJANDRO
CC412	A	PROYECTO DE TESIS I	PRACTICA	SA 10-12	R1-268	QUISPE TORRES, MANUEL ALEJANDRO
CC412	B	PROYECTO DE TESIS I	PRACTICA	SA 8-10	R8-674	CHULLUNCUY REYNOSO, AMERICO ANDRES
CC412	C	PROYECTO DE TESIS I	PRACTICA	SA 14-16	R9-003	CUADROS VARGAS, ERNESTO
CC421	A	INTELIGENCIA ARTIFICIAL	TEORIA	LU 10-13	SALA 5	ALANIA VICENTE, MARCOS ANTONIO
CC421	A	INTELIGENCIA ARTIFICIAL	LABORATORIO	MI 17-20	J3-182B	ALANIA VICENTE, MARCOS ANTONIO
CC422	A	INFRAESTRUCTURAS DE COMPUTACION	TEORIA	LU 8-11	SALA 1	CCOICCA PACASI, YURI JAVIER
CC422	A	INFRAESTRUCTURAS DE COMPUTACION	LABORATORIO	SA 7-10	SALA 3	CCOICCA PACASI, YURI JAVIER
CC431	A	COMPUTACION GRAFICA	TEORIA	JU 19-21	SALA 5	MONTALVO GARCÍA, PETER JONATHAN
CC431	A	COMPUTACION GRAFICA	LABORATORIO	VI 11-13	SALA 5	MONTALVO GARCÍA, PETER JONATHAN
CC431	A	COMPUTACION GRAFICA	LABORATORIO	VI 14-16	SALA 5	MONTALVO GARCÍA, PETER JONATHAN
CC432	A	ROBOTICA	TEORIA	MA 18-21	SALA 2	DÍAZ DOMÍNGUEZ, CARLOS MANUEL
CC432	A	ROBOTICA	LABORATORIO	VI 16-19	SALA 4	ROJAS MALASQUEZ, ROYER EDELWER
CC442	A	MINERIA DE DATOS	TEORIA	MI 8-10	CTIC	ALANIA VICENTE, MARCOS ANTONIO
CC442	A	MINERIA DE DATOS	LABORATORIO	LU 14-18	SALA 5	ALANIA VICENTE, MARCOS ANTONIO
CC451	A	INTERACCION HUMANO-COMPUTADOR	TEORIA	LU 14-17	SALA 2	NÚÑEZ ITURRI, CIRO JAVIER
CC451	A	INTERACCION HUMANO-COMPUTADOR	LABORATORIO	MI 14-17	SALA 4	NÚÑEZ ITURRI, CIRO JAVIER
CC4H1	A	METODOLOGIA DE LA INVESTIGACION	TEORIA	SA 7-8	R1-125A	MEJÍA SÁNCHEZ, MILUSSJA IVETTE
